epoch,phase,rss_mb_total,n_procs
1784094759,load,1194,1
1784094789,load,1195,1
1784094819,load,1196,1
1784094849,load,1197,1
1784094879,load,1198,1
1784094909,load,1208,1
1784094939,load,1209,1
1784094969,load,1216,1
1784094999,load,1216,1
1784095029,load,1222,1
1784095059,load,1194,1
1784095089,load,1211,1
1784095119,load,1211,1
1784095149,load,1217,1
1784095179,load,1218,1
1784095209,load,1224,1
1784095239,load,1225,1
1784095269,load,1231,1
1784095300,load,1232,1
1784095330,load,1238,1
1784095360,load,1239,1
1784095390,load,1245,1
1784095420,load,1202,1
1784095450,load,1213,1
1784095480,load,1213,1
1784095510,load,1219,1
1784095540,load,1220,1
1784095570,load,1226,1
1784095600,load,1226,1
1784095630,load,1232,1
1784095660,load,1233,1
1784095690,load,1237,1
1784095720,load,1236,1
1784095750,load,1243,1
1784095780,load,1243,1
1784095810,load,1249,1
1784095840,load,1216,1
1784095870,load,1227,1
1784095900,load,1228,1
1784095930,load,1235,1
1784095961,load,1236,1
1784095991,load,1242,1
1784096021,load,1243,1
1784096051,load,1243,1
1784096081,load,1248,1
1784096111,load,1249,1
1784096141,load,1254,1
1784096171,load,1254,1
1784096201,load,1259,1
1784096231,load,1259,1
1784096261,load,1264,1
1784096291,load,1224,1
1784096321,load,1228,1
1784096351,load,1229,1
1784096381,load,1229,1
1784096411,load,1229,1
1784096441,load,1234,1
1784096471,load,1234,1
1784096501,load,1237,1
1784096531,load,1237,1
1784096561,load,1238,1
1784096591,load,1238,1
1784096622,load,1239,1
1784096652,load,1240,1
1784096682,load,1241,1
1784096712,load,1242,1
1784096742,load,1243,1
1784096772,load,1245,1
1784096802,load,1246,1
1784096832,load,1245,1
1784096862,load,1245,1
1784096892,load,1246,1
1784096922,load,1247,1
1784096952,load,1247,1
1784096982,load,1247,1
1784097012,load,1247,1
1784097042,load,1247,1
1784097072,load,1249,1
1784097102,load,1249,1
1784097132,load,1251,1
1784097162,load,1252,1
1784097192,load,1253,1
1784097222,load,1254,1
1784097252,load,1255,1
1784097283,load,1255,1
1784097313,load,1256,1
1784097343,load,1257,1
1784097373,load,1257,1
1784097403,load,1257,1
1784097433,load,1258,1
1784097463,load,1258,1
1784097493,load,1259,1
1784097523,load,1260,1
1784097553,load,1282,1
1784097583,load,1283,1
1784097613,load,1284,1
1784097643,load,1280,1
1784097673,load,1291,1
1784097703,load,1293,1
1784097733,load,1299,1
1784097763,load,1300,1
1784097793,load,1306,1
1784097823,load,1321,1
1784097853,load,1326,1
1784097883,load,1287,1
1784097913,load,1288,1
1784097943,load,1291,1
1784097974,load,1292,1
1784098004,load,1293,1
1784098034,load,1294,1
1784098064,load,1295,1
1784098094,load,1296,1
1784098124,load,1297,1
1784098154,load,1297,1
1784098184,load,1298,1
1784098214,load,1299,1
1784098244,load,1299,1
1784098274,load,1300,1
1784098304,load,1301,1
1784098334,load,1302,1
1784098364,load,1302,1
1784098394,load,1303,1
1784098424,load,1303,1
1784098454,load,1303,1
1784098484,load,1303,1
1784098514,load,1304,1
1784098544,load,1304,1
1784098574,load,1306,1
1784098604,load,1307,1
1784098634,load,1308,1
1784098664,load,1309,1
1784098694,load,1311,1
1784098724,load,1311,1
1784098754,load,1312,1
1784098785,load,1312,1
1784098815,load,1313,1
1784098845,load,1314,1
1784098875,load,1315,1
1784098905,load,1317,1
1784098935,load,1318,1
1784098965,load,1319,1
1784098995,load,1321,1
1784099025,load,1324,1
1784099055,load,1326,1
1784099085,load,1327,1
1784099115,load,1327,1
1784099145,load,1328,1
1784099175,load,1329,1
1784099205,load,1331,1
1784099235,load,1332,1
1784099265,load,1333,1
1784099295,load,1334,1
1784099325,load,1336,1
1784099355,load,1334,1
1784099385,load,1319,1
1784099415,load,1231,1
1784099446,load,752,1
1784099476,load,777,1
1784099506,load,810,1
1784099536,load,812,1
1784099566,load,814,1
1784099596,load,815,1
1784099626,load,816,1
1784099656,load,817,1
1784099686,load,819,1
1784099716,load,822,1
1784099746,load,823,1
1784099776,load,824,1
1784099806,load,825,1
1784099836,load,831,1
1784099866,load,831,1
1784099896,load,832,1
1784099926,load,833,1
1784099956,load,834,1
1784099986,load,840,1
1784100016,load,843,1
1784100046,load,844,1
1784100077,load,845,1
1784100107,load,845,1
1784100137,load,846,1
1784100167,load,847,1
1784100197,load,849,1
1784100227,load,850,1
1784100257,load,851,1
1784100287,load,852,1
1784100317,load,853,1
1784100347,load,857,1
1784100377,load,855,1
1784100407,load,859,1
1784100437,load,859,1
1784100467,load,860,1
1784100497,load,864,1
1784100527,load,865,1
1784100557,load,866,1
1784100587,load,850,1
1784100617,load,851,1
1784100647,load,852,1
1784100677,load,853,1
1784100707,load,854,1
1784100737,load,855,1
1784100767,load,855,1
1784100797,load,857,1
1784100828,load,857,1
1784100858,load,858,1
