2026-07-19T06:19:14Z	1864480 98.2 00:28 Rs
2026-07-19T06:19:29Z	205056 144.6 00:43 Rs
2026-07-19T06:19:44Z	190976 106.5 00:58 Rs
2026-07-19T06:19:59Z	192848 141.0 01:13 Rs
2026-07-19T06:20:14Z	199696 18.0 01:28 Us
2026-07-19T06:20:29Z	201520 21.2 01:43 Us
2026-07-19T06:20:44Z	203152 18.3 01:58 Us
